Observation_ID,Common_Name,Scientific_Name,Family,Genus,Observed_Length_(m),Observed_Weight_(kg),Age_Class,Sex,Date_of_Observation,Country/Region,Habitat_Type,Conservation_Status,Observer_Name,Notes
112,Saltwater_Crocodile,Crocodylus_porosus,Crocodylidae,Crocodylus,3.59,402.7,Subadult,Female,02-11-2009,India,Coastal_Wetlands,Least_Concern,Kathryn_Hughes,Brother_simple_region_Democrat_partner_really_your_customer_career.
113,Freshwater_Crocodile_(Johnstone's),Crocodylus_johnstoni,Crocodylidae,Crocodylus,1.59,37.4,Juvenile,Unknown,15-05-2005,Australia,Gorges,Least_Concern,Christopher_Reeves,Specific_whose_worry_property_remember.
114,Freshwater_Crocodile_(Johnstone's),Crocodylus_johnstoni,Crocodylidae,Crocodylus,1.77,38.1,Juvenile,Unknown,16-03-2017,Australia,Billabongs,Least_Concern,Donna_Evans,Republican_until_point_soldier_meeting_building_cut_catch_so_ago.
115,Saltwater_Crocodile,Crocodylus_porosus,Crocodylidae,Crocodylus,4.68,692.4,Adult,Unknown,28-06-2021,Indonesia,Mangroves,Least_Concern,Jackie_Lara,Candidate_this_assume_huge_response_long_improve.
116,Hall's_New_Guinea_Crocodile,Crocodylus_halli,Crocodylidae,Crocodylus,3.32,163.4,Adult,Unknown,02-02-2009,Papua_New_Guinea,Freshwater_Wetlands,Least_Concern,Kenneth_Martinez,Politics_last_quite_general_there_sister_policy_consider_whom_item_treat_area_buy.
117,Saltwater_Crocodile,Crocodylus_porosus,Crocodylidae,Crocodylus,5.1,827.2,Subadult,Female,17-02-2011,Australia,Tidal_Rivers,Least_Concern,Christopher_Morris,Generation_wait_thus_suffer_economy_play_nearly_by_field_move.
118,West_African_Crocodile,Crocodylus_suchus,Crocodylidae,Crocodylus,2.9,158.4,Subadult,Male,23-04-2021,Chad,Rivers,Least_Concern,Caroline_David,Commercial_person_top_front_under_American_tell_ball_we.
119,Orinoco_Crocodile,Crocodylus_intermedius,Crocodylidae,Crocodylus,4.55,524.1,Adult,Female,27-09-2008,Colombia,Flooded_Savannas,Critically_Endangered,Deborah_Clark,Indicate_police_marriage_phone_face_what_lot_source_rate_father_authority_art_keep_machine_daughter_parent_fine.
120,Saltwater_Crocodile,Crocodylus_porosus,Crocodylidae,Crocodylus,5.22,809,Adult,Male,07-09-2006,Malaysia,Coastal_Wetlands,Least_Concern,Morgan_Valencia,Candidate_have_no_five_letter_environment_easy_best_face_his_past_eat.
121,West_African_Dwarf_Crocodile,Osteolaemus_tetraspis,Crocodylidae,Osteolaemus,0.86,8.1,Juvenile,Female,21-09-2017,Guinea,Forest_Swamps,Vulnerable,Caitlin_Murphy,Return_couple_city_you_level_these_market_bed_hotel_lead_drive_on_any_example_our_successful_pull.
122,Hall's_New_Guinea_Crocodile,Crocodylus_halli,Crocodylidae,Crocodylus,2.69,100.3,Adult,Male,19-07-2007,Papua_New_Guinea,Freshwater_Wetlands,Least_Concern,Adam_Rodriguez,Think_road_shake_hand_hundred_now_crime_network_available_mean.
123,West_African_Dwarf_Crocodile,Osteolaemus_tetraspis,Crocodylidae,Osteolaemus,1.37,18.1,Adult,Female,26-07-2020,Côte_d'Ivoire,Forest_Swamps,Vulnerable,Diana_Hays,Budget_window_hour_some_fund_voice_sense_current_meeting.
124,Cuban_Crocodile,Crocodylus_rhombifer,Crocodylidae,Crocodylus,2.26,86.1,Adult,Male,19-12-2020,Cuba,Swamps,Critically_Endangered,Amber_Taylor,Sound_mind_chance_throw_cause_use_five_hotel_pattern_successful_order_medical_meeting_majority.
125,Mugger_Crocodile_(Marsh_Crocodile),Crocodylus_palustris,Crocodylidae,Crocodylus,3.19,153.6,Adult,Female,26-06-2015,Iran,Rivers,Vulnerable,Karen_Smith,Purpose_woman_on_someone_rise_read_ago.
126,American_Crocodile,Crocodylus_acutus,Crocodylidae,Crocodylus,3.04,190,Adult,Male,24-10-2007,Costa_Rica,Coastal_Lagoons,Vulnerable,Walter_Patton,Officer_return_on_color_pick_people_subject_challenge_quite_all_way_body_affect_finish_charge_real_improve.
127,West_African_Slender-snouted_Crocodile,Mecistops_cataphractus,Crocodylidae,Mecistops,2.05,82.8,Juvenile,Male,25-08-2023,Guinea,Shaded_Forest_Rivers,Critically_Endangered,Tami_Salas,Relationship_million_night_your_long_heavy.
128,Orinoco_Crocodile,Crocodylus_intermedius,Crocodylidae,Crocodylus,2.87,199.9,Subadult,Unknown,27-02-2011,Venezuela,Flooded_Savannas,Critically_Endangered,Julia_Patel,Great_sign_return_poor_really_particular_court_east_newspaper_different_win_father_eye_debate_relate_first_give_value.
129,American_Crocodile,Crocodylus_acutus,Crocodylidae,Crocodylus,3.32,213.1,Adult,Unknown,04-12-2005,Mexico,Coastal_Lagoons,Vulnerable,Denise_Martinez,Here_woman_stand_west_source_fact_explain.
130,Siamese_Crocodile,Crocodylus_siamensis,Crocodylidae,Crocodylus,2.88,154.9,Adult,Female,26-05-2019,Laos,Swamps,Critically_Endangered,Hannah_Ramos,Section_degree_still_even_no_even_body_scientist.
131,West_African_Crocodile,Crocodylus_suchus,Crocodylidae,Crocodylus,1.55,47.9,Juvenile,Unknown,29-02-2012,Senegal,Lakes,Least_Concern,Anthony_Stein,Point_appear_including_response_beyond_side_accept_nearly_upon_imagine.
132,Cuban_Crocodile,Crocodylus_rhombifer,Crocodylidae,Crocodylus,2.07,64.8,Subadult,Female,20-05-2024,Cuba,Freshwater_Wetlands,Critically_Endangered,Sherry_Woods,Sense_expert_experience_arrive_shoulder_present.
133,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,1.52,39,Juvenile,Female,07-02-2016,Indonesia,Swamps,Least_Concern,Parker_Jefferson,Tree_company_think_compare_try_young_however_many.
134,Nile_Crocodile,Crocodylus_niloticus,Crocodylidae,Crocodylus,4.55,621.4,Adult,Male,17-02-2013,Nigeria,Marshes,Least_Concern,Tonya_Howe,Across_nothing_blue_work.
135,West_African_Crocodile,Crocodylus_suchus,Crocodylidae,Crocodylus,2.07,75.5,Juvenile,Female,06-07-2017,Niger,Rivers,Least_Concern,William_Daniels,Threat_care_mean_evening_speak_former_room_possible_responsibility_add_front.
136,West_African_Dwarf_Crocodile,Osteolaemus_tetraspis,Crocodylidae,Osteolaemus,1.57,27.1,Adult,Male,07-08-2018,Ghana,Forest_Swamps,Vulnerable,Michael_Lee,Task_today_still_middle_beautiful_protect_continue_cell_food_easy_end_dog_send_west_few.
137,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,2.26,74,Adult,Unknown,27-12-2015,Indonesia,Swamps,Least_Concern,Alexandra_Valdez,Artist_brother_fill_if_maybe.
138,Hall's_New_Guinea_Crocodile,Crocodylus_halli,Crocodylidae,Crocodylus,2.81,126.9,Adult,Unknown,07-08-2005,Papua_New_Guinea,Rivers,Least_Concern,Michele_Collins,Police_wait_happen_determine_whatever_long.
139,Saltwater_Crocodile,Crocodylus_porosus,Crocodylidae,Crocodylus,3.05,344,Juvenile,Unknown,20-06-2007,India,Estuaries,Least_Concern,William_Brooks,Tree_serious_soon_stay_seven_quite_other_skin_moment_month_gun_true_born_stock_total_dark.
140,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,2.82,129.1,Subadult,Unknown,06-02-2008,Papua_New_Guinea,Rivers,Least_Concern,Carmen_Bond,Break_day_on_before_member_speak_law_message_lead_around_left_southern.
141,Central_African_Slender-snouted_Crocodile,Mecistops_leptorhynchus,Crocodylidae,Mecistops,2.5,120.6,Subadult,Unknown,10-01-2023,Congo_Basin_Countries,Swamps,Endangered,Jennifer_Velasquez,Official_and_general_as_yes_various_attorney_value_all_important_shoulder.
142,Philippine_Crocodile,Crocodylus_mindorensis,Crocodylidae,Crocodylus,1.94,65.9,Subadult,Unknown,19-02-2011,Philippines,Freshwater_Marshes,Critically_Endangered,Veronica_Brewer,Hear_through_large_true_help_bag_who_themselves_card_team_budget_year_hotel_camera_without.
143,West_African_Crocodile,Crocodylus_suchus,Crocodylidae,Crocodylus,2.52,107,Subadult,Male,23-10-2018,Senegal,Oases,Least_Concern,Nicole_Good,Pull_name_mother_statement_easy_get_every_visit_right_both.
144,Mugger_Crocodile_(Marsh_Crocodile),Crocodylus_palustris,Crocodylidae,Crocodylus,3.11,179.1,Subadult,Male,12-02-2005,Iran,Rivers,Vulnerable,Jennifer_Miranda,Drive_attack_order_land_public_the_each.
145,Central_African_Slender-snouted_Crocodile,Mecistops_leptorhynchus,Crocodylidae,Mecistops,2.36,87.9,Adult,Unknown,27-07-2021,Congo_Basin_Countries,Forest_Rivers,Endangered,Jeffrey_Fernandez,Cell_year_doctor_trouble_office.
146,Borneo_Crocodile_(disputed),Crocodylus_raninus,Crocodylidae,Crocodylus,3.68,273.7,Adult,Female,31-08-2024,Indonesia,Rivers,Data_Deficient,Patricia_Cardenas,Few_century_produce_determine_feel_article_we_they_treatment.
147,Morelet's_Crocodile,Crocodylus_moreletii,Crocodylidae,Crocodylus,2.42,78.6,Adult,Female,29-04-2009,Mexico,Rivers,Least_Concern,Jessica_Simpson,Walk_provide_skill_five_indicate_chance_heavy_senior.
148,West_African_Slender-snouted_Crocodile,Mecistops_cataphractus,Crocodylidae,Mecistops,3.41,220.3,Adult,Male,08-12-2008,Ghana,Swamps,Critically_Endangered,Samuel_Turner,South_trip_none_whose_newspaper_care_drug_data_position.
149,West_African_Dwarf_Crocodile,Osteolaemus_tetraspis,Crocodylidae,Osteolaemus,1.47,21.3,Adult,Male,07-11-2010,Côte_d'Ivoire,Forest_Swamps,Vulnerable,Sarah_Davis,Appear_help_painting_always_authority_source_onto_provide_describe_decade.
150,Siamese_Crocodile,Crocodylus_siamensis,Crocodylidae,Crocodylus,2.45,121,Subadult,Unknown,08-04-2022,Laos,Oxbow_Lakes,Critically_Endangered,Elizabeth_Stout,View_while_bring_yourself_look_drug.
151,Freshwater_Crocodile_(Johnstone's),Crocodylus_johnstoni,Crocodylidae,Crocodylus,2.17,60.6,Adult,Female,27-12-2021,Australia,Freshwater_Rivers,Least_Concern,Christine_Herman,Focus_executive_letter_possible_final_growth_third_letter_sort.
152,West_African_Dwarf_Crocodile,Osteolaemus_tetraspis,Crocodylidae,Osteolaemus,1.53,20.3,Adult,Unknown,15-07-2009,Ghana,Forest_Swamps,Vulnerable,Pamela_Flores,Have_including_none_determine_certainly_end.
153,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,0.88,32.3,Juvenile,Unknown,18-04-2006,Indonesia,Rivers,Least_Concern,Lauren_Butler,Cultural_discover_now_early_nearly_want_front.
154,Nile_Crocodile,Crocodylus_niloticus,Crocodylidae,Crocodylus,3.13,362.6,Subadult,Male,11-12-2025,South_Africa,Rivers,Least_Concern,Katherine_Cummings,Leave_run_goal_cause_national_contain_threat_wrong_whatever_model_stuff_avoid.
155,Borneo_Crocodile_(disputed),Crocodylus_raninus,Crocodylidae,Crocodylus,3.27,177.7,Subadult,Female,05-06-2013,Indonesia,Rivers,Data_Deficient,Amber_Smith,Successful_discuss_religious_across_media_health_pay_project.
156,Morelet's_Crocodile,Crocodylus_moreletii,Crocodylidae,Crocodylus,0.16,28.2,Hatchling,Unknown,16-02-2021,Guatemala,Rivers,Least_Concern,Karen_Freeman,Mother_in_admit_reveal_movie_expert_maybe_recently.
157,West_African_Crocodile,Crocodylus_suchus,Crocodylidae,Crocodylus,3.04,171.9,Adult,Male,26-05-2010,Mauritania,Rivers,Least_Concern,Todd_White,Modern_drive_people_education_great.
158,Saltwater_Crocodile,Crocodylus_porosus,Crocodylidae,Crocodylus,6.02,1032.7,Adult,Male,22-02-2008,Philippines,Tidal_Rivers,Least_Concern,Angela_Chung,North_wrong_difficult_range_summer_president_teach_service_behavior_here.
159,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,2.21,76.1,Subadult,Unknown,24-09-2024,Papua_New_Guinea,Rivers,Least_Concern,Amy_Smith,Bar_suddenly_population_former_with_wind_thus_try_discover.
160,Congo_Dwarf_Crocodile,Osteolaemus_osborni,Crocodylidae,Osteolaemus,0.6,6.9,Juvenile,Female,29-05-2010,Congo,Slow_Streams,Data_Deficient,Melissa_Knight,Another_avoid_understand_tonight_nor_allow_up.
161,West_African_Slender-snouted_Crocodile,Mecistops_cataphractus,Crocodylidae,Mecistops,2.64,149.5,Adult,Male,05-01-2017,Nigeria,Shaded_Forest_Rivers,Critically_Endangered,Tyrone_Matthews,Up_federal_nor_note_support_quality.
162,Siamese_Crocodile,Crocodylus_siamensis,Crocodylidae,Crocodylus,0.94,39.1,Juvenile,Female,22-05-2025,Cambodia,Slow_Rivers,Critically_Endangered,Janet_Singh,May_window_approach_join_stuff_future.
163,Morelet's_Crocodile,Crocodylus_moreletii,Crocodylidae,Crocodylus,2.22,74.6,Subadult,Unknown,22-01-2013,Belize,Rivers,Least_Concern,Tina_Sanders,Ahead_event_yeah_make_green_wait_it_quickly_produce_beat_peace.
164,West_African_Dwarf_Crocodile,Osteolaemus_tetraspis,Crocodylidae,Osteolaemus,0.96,10.8,Subadult,Unknown,10-04-2008,Guinea,Small_Streams,Vulnerable,Michelle_Miller,Here_six_child_hope_guess_before_wall_know_seven_bill_beautiful.
165,Borneo_Crocodile_(disputed),Crocodylus_raninus,Crocodylidae,Crocodylus,3.1,146.8,Adult,Unknown,28-07-2012,Malaysia,Estuarine_Systems,Data_Deficient,Justin_Hunt,Ago_government_behavior_our_foot_history_factor_hold_be.
166,West_African_Slender-snouted_Crocodile,Mecistops_cataphractus,Crocodylidae,Mecistops,2.75,143.8,Adult,Unknown,25-05-2019,Guinea,Shaded_Forest_Rivers,Critically_Endangered,Susan_Spence,Minute_rate_college_especially_environmental_certainly_cold_every_feel.
167,Saltwater_Crocodile,Crocodylus_porosus,Crocodylidae,Crocodylus,5.48,878.6,Adult,Unknown,22-06-2025,Papua_New_Guinea,Coastal_Wetlands,Least_Concern,Heather_Raymond,Many_pattern_leader_career_according_how_success_here.
168,Nile_Crocodile,Crocodylus_niloticus,Crocodylidae,Crocodylus,3.85,479,Subadult,Female,31-01-2023,Uganda,Rivers,Least_Concern,Jessica_Jordan,Carry_fly_water_cut_fire_who_why_fact_reason.
169,West_African_Dwarf_Crocodile,Osteolaemus_tetraspis,Crocodylidae,Osteolaemus,1.13,12.3,Subadult,Unknown,16-06-2010,Cameroon,Forest_Swamps,Vulnerable,Kenneth_Sanchez_MD,Half_usually_customer_young_conference_should_agree_road_wall_decide_something.
170,American_Crocodile,Crocodylus_acutus,Crocodylidae,Crocodylus,0.36,70.2,Hatchling,Female,20-06-2019,Costa_Rica,Coastal_Lagoons,Vulnerable,Andrea_Abbott,Pull_cause_field_education_child_institution_help_last_our_old_move_type_thank_industry_already.
171,Saltwater_Crocodile,Crocodylus_porosus,Crocodylidae,Crocodylus,4.21,517.3,Adult,Unknown,05-10-2025,Indonesia,Estuaries,Least_Concern,Meredith_Burnett,Point_be_shoulder_price_great_positive_and_worker_quality_hundred.
172,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,2.31,88.7,Adult,Female,23-08-2008,Papua_New_Guinea,Rivers,Least_Concern,Tracie_Jordan,Better_develop_section_newspaper_reach_determine_hear.
173,Congo_Dwarf_Crocodile,Osteolaemus_osborni,Crocodylidae,Osteolaemus,1.49,26.9,Adult,Female,16-03-2006,Congo,Slow_Streams,Data_Deficient,Michael_Vaughn,General_agency_bit_indeed_which_break_wait.
174,American_Crocodile,Crocodylus_acutus,Crocodylidae,Crocodylus,3.75,259.1,Subadult,Unknown,21-02-2018,USA,Brackish_Rivers,Vulnerable,Eric_Gibson,Miss_give_best_reveal_laugh_attack.
175,Freshwater_Crocodile_(Johnstone's),Crocodylus_johnstoni,Crocodylidae,Crocodylus,2.85,122.1,Adult,Unknown,27-09-2013,Australia,Billabongs,Least_Concern,Michael_Johnson,Possible_quality_clearly_worker_during_company_civil.
176,American_Crocodile,Crocodylus_acutus,Crocodylidae,Crocodylus,1.69,90.7,Juvenile,Female,27-04-2007,Mexico,Coastal_Lagoons,Vulnerable,Tina_Hall,Picture_control_price_how_scene_third_last_involve_above_Democrat_everything_region.
177,Congo_Dwarf_Crocodile,Osteolaemus_osborni,Crocodylidae,Osteolaemus,1.04,13.6,Subadult,Male,30-10-2017,Congo,Slow_Streams,Data_Deficient,Laura_Lloyd,Cost_for_leader_energy_television_month_police_others_particularly_only.
178,Cuban_Crocodile,Crocodylus_rhombifer,Crocodylidae,Crocodylus,2.75,114.5,Subadult,Male,03-03-2021,Cuba,Freshwater_Wetlands,Critically_Endangered,Ryan_Williamson,Try_opportunity_public_finish_draw_bring_health_center_home_others_offer_institution.
179,Morelet's_Crocodile,Crocodylus_moreletii,Crocodylidae,Crocodylus,2.79,123.4,Subadult,Unknown,21-01-2008,Belize,Rivers,Least_Concern,Mr._Thomas_Arias,Never_majority_cell_fire_late_approach_grow.
180,Central_African_Slender-snouted_Crocodile,Mecistops_leptorhynchus,Crocodylidae,Mecistops,1.12,41.7,Juvenile,Female,10-03-2013,Cameroon,Forest_Rivers,Endangered,Chad_Ochoa,Measure_manager_range_indeed_style_major_bar_air_set_factor_ever_Mrs_collection_leader_score_she_near_both.
181,Orinoco_Crocodile,Crocodylus_intermedius,Crocodylidae,Crocodylus,3.7,328.6,Adult,Female,05-02-2020,Colombia,Large_Rivers,Critically_Endangered,Reginald_Morrow,My_series_service_kid_despite_interesting_save_president_easy_themselves.
182,Mugger_Crocodile_(Marsh_Crocodile),Crocodylus_palustris,Crocodylidae,Crocodylus,2.98,153.5,Adult,Unknown,28-12-2013,Iran,Marshes,Vulnerable,Dennis_Atkins,Keep_yes_simply_down_specific_onto_go_represent_plan.
183,Saltwater_Crocodile,Crocodylus_porosus,Crocodylidae,Crocodylus,5.32,868.3,Adult,Female,24-09-2008,Malaysia,Estuaries,Least_Concern,Charles_Clark,South_now_mother_others_collection_without_fall_of_weight_method.
184,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,2.1,70.3,Adult,Female,23-05-2013,Indonesia,Swamps,Least_Concern,Robin_Taylor,Try_yeah_term_camera_tend_economic_represent_stock_seven_put_majority_officer_environmental_increase_later.
185,Cuban_Crocodile,Crocodylus_rhombifer,Crocodylidae,Crocodylus,2.01,64.3,Juvenile,Female,11-09-2012,Cuba,Freshwater_Wetlands,Critically_Endangered,Sheryl_Davis,Seek_reason_theory_lawyer_maintain_old_than_suggest_behavior_will_play_recently_sure_somebody_huge_why_station.
186,Central_African_Slender-snouted_Crocodile,Mecistops_leptorhynchus,Crocodylidae,Mecistops,0.5,26.4,Hatchling,Female,15-07-2019,Cameroon,Forest_Rivers,Endangered,Frank_Campbell_MD,Not_magazine_gas_radio_any_between.
187,West_African_Dwarf_Crocodile,Osteolaemus_tetraspis,Crocodylidae,Osteolaemus,1.03,11.3,Subadult,Female,15-11-2013,Guinea,Forest_Swamps,Vulnerable,Julia_Martinez,Kid_a_when_dark_read_car_practice_city_usually_ever.
188,Borneo_Crocodile_(disputed),Crocodylus_raninus,Crocodylidae,Crocodylus,0.87,36.9,Juvenile,Male,16-03-2013,Malaysia,Rivers,Data_Deficient,Danielle_Watson,Appear_personal_rise_sense_investment_before_believe_degree_back_order.
189,Morelet's_Crocodile,Crocodylus_moreletii,Crocodylidae,Crocodylus,2.18,75.2,Adult,Unknown,25-07-2007,Belize,Rivers,Least_Concern,Jill_Smith,Stage_write_institution_car_audience_him_room_bill_finish_thing_case_similar_send.
190,Orinoco_Crocodile,Crocodylus_intermedius,Crocodylidae,Crocodylus,1.13,101.7,Juvenile,Male,17-05-2013,Venezuela,Flooded_Savannas,Critically_Endangered,Willie_Thomas,None_particular_clearly_goal_defense_security_turn_pattern_kind_describe_to_cause_but_role_goal.
191,Cuban_Crocodile,Crocodylus_rhombifer,Crocodylidae,Crocodylus,2.74,133.6,Adult,Male,12-06-2017,Cuba,Swamps,Critically_Endangered,Richard_Wright,Easy_over_return_expect_wait_agree_suggest.
192,Cuban_Crocodile,Crocodylus_rhombifer,Crocodylidae,Crocodylus,2.13,75.2,Subadult,Unknown,03-05-2016,Cuba,Swamps,Critically_Endangered,Christine_Lawson,Security_far_approach_today_west_manager_both_matter_order_month.
193,Borneo_Crocodile_(disputed),Crocodylus_raninus,Crocodylidae,Crocodylus,0.76,29.5,Juvenile,Female,09-10-2008,Malaysia,Estuarine_Systems,Data_Deficient,Victoria_Peck,Hit_stuff_inside_national_common_likely_would_authority_onto_add.
194,West_African_Dwarf_Crocodile,Osteolaemus_tetraspis,Crocodylidae,Osteolaemus,1,10,Adult,Male,17-01-2022,Cameroon,Small_Streams,Vulnerable,Thomas_Fry,Media_pick_may_indeed_reduce_bar_Mr_pattern_everyone_finally_memory_data_space_movie_hospital.
195,Philippine_Crocodile,Crocodylus_mindorensis,Crocodylidae,Crocodylus,2.15,70.3,Subadult,Male,25-05-2022,Philippines,Freshwater_Marshes,Critically_Endangered,Sandra_Becker,Financial_join_well_draw_each_under_break.
196,Borneo_Crocodile_(disputed),Crocodylus_raninus,Crocodylidae,Crocodylus,2.54,103.5,Subadult,Female,16-10-2020,Malaysia,Estuarine_Systems,Data_Deficient,Amy_Wade,Budget_remain_reduce_clearly_well_mission_situation_result.
197,West_African_Dwarf_Crocodile,Osteolaemus_tetraspis,Crocodylidae,Osteolaemus,0.99,11.7,Adult,Male,25-09-2020,Sierra_Leone,Forest_Swamps,Vulnerable,Cameron_Norman,Run_brother_tonight_friend_investment_model_enjoy.
198,New_Guinea_Crocodile,Crocodylus_novaeguineae,Crocodylidae,Crocodylus,2.36,83,Subadult,Unknown,28-10-2022,Papua_New_Guinea,Swamps,Least_Concern,Lori_Crawford,Growth_matter_note_happy_effort_bill_off_reveal_direction_meeting_analysis_television_each_line_him_change_use.
199,Siamese_Crocodile,Crocodylus_siamensis,Crocodylidae,Crocodylus,2.89,160.1,Adult,Unknown,03-02-2007,Vietnam,Oxbow_Lakes,Critically_Endangered,Kristen_Sloan,Different_eat_trouble_floor_step_number_budget_pull_apply_development_middle_animal.
