row_id,boardgame,release_year,min_players,max_players,min_playtime,max_playtime,minimum_age,avg_rating,num_ratings,complexity,rank_overall,owned,wishlisted,total_plays,fans,page_views,std_deviation,comments,monthly_plays,previously_owned,for_trade,want_trade,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6,rating_7,rating_8,rating_9,rating_10,categories,mechanics,families,designers,artists,publishers,solo_designers,developers,graphic_designers,sculptors,editors,writers,insert_designers,rank_strategy,rank_thematic,rank_family,rank_war,rank_customizable,rank_abstract,rank_party,description,amazon_price_usd,bgg_store_price_usd,boardgamebliss_price_cad,boardgamebliss_price_usd,boardtopia_price_usd,cardhaus_games_price_usd,cloak_&_gamer_price_usd,collector_store_llc_price_usd,dryad_games_price_usd,ebay_price_usd,elevated_board_games_price_usd,fowers_games_price_usd,game_summon_price_gbp,game_summon_price_usd,gamers_guild_az_price_usd,hachette_boardgames_usa_price_usd,k&b_hobbies_and_games_price_cad,k&b_hobbies_and_games_price_usd,link_to_game,miniature_market_price_usd,noble_knight_games_price_usd,philibert_price_eur,philibert_price_usd,ranks_children's,renegade_game_studios_price_usd,spiele-offensive.de_price_eur,spiele-offensive.de_price_usd,stonemaier_games_price_usd,suggested_retail_price_usd,usedgames.ca_price_cad,usedgames.ca_price_usd,wellplayed_price_chf,wellplayed_price_usd,zatu_games_price_gbp,zatu_games_price_usd,zulu's_board_game_cafe_price_usd
265,Codenames: Duet,2017,2,2,15.0,30.0,11.0,7.418,25363,1.35,265,52703,3532,185716,722,846811,1.25,3678,994,3510,587,236,43,59,134,324,885,2900,7800,8700,3400,1100,Card Game;Deduction;Spies / Secret Agents;Word Game,Communication Limits;Cooperative Game;Memory,Components: 5 x 5 Grids;Game: Codenames;Mechanism: Give a Clue / Get a Clue;Players: Two-Player Only Games;Versions & Editions: Two-Player Versions of More-Player Games;Word Games: Guess the Word,Vlaada Chvátil;Scot Eaton,Štěpán Drašťák;Dávid Jablonovský;Tomáš Kučerovský,Czech Games Edition;asmodee;Brain Games;Cranio Creations;Devir;DiceTree Games;Enigma (Bergsala Enigma);Fantasmagoria;Feelindigo;GaGa Games;Gém Klub Kft.;Golden Egg Games;Heidelberger Spieleverlag;Hobby Japan;IELLO;Kaissa Chess & Games;Lex Games;MINDOK;MIPL;One Moment Games;Rebel Sp. z o.o.;White Goblin Games,,,Radek Boxan;Štěpán Drašťák;Tibor Vizi;Michaela Zaoralová,,Jason Holt,Jason Holt,Roman Bednář,,,57,,,,,"Swap one-word coded clues with your partner, trying to identify specific word cards.",32.58,,22.95,16.52,,24.99,,,,8.9,,,,,,,,,https://boardgamegeek.com/boardgame/224037/codenames-duet,24.99,17.0,19.95,23.18,,,,,,,,,,,15.59,20.94,
266,La Granja,2014,1,4,90.0,120.0,12.0,7.595,11661,3.57,266,13190,2844,42189,569,1124951,1.25,2167,106,3208,402,559,18,20,72,118,374,1000,2900,4400,2100,618,Economic;Farming,Area Majority / Influence;Automatic Resource Growth;Contracts;Dice Rolling;Hand Management;Hidden Victory Points;Income;Market;Multi-Use Cards;Open Drafting;Simultaneous Action Selection;Solo / Solitaire Game;Variable Player Powers;Victory Points as a Resource,Admin: Better Description Needed!;Components: Multi-Use Cards;Country: Spain;Digital Implementations: Board Game Arena;Digital Implementations: Yucata;Game: La Granja;Islands: Mallorca (Spain);Mechanism: Dice Drafting;Mechanism: Tableau Building;Occupation: Farmer;Players: Games with Solitaire Rules,Michael Keller (II);Andreas Odendahl,Harald Lieske,Spielworxx;999 Games;Across the Board;Arclight Games;CrowD Games;Doit Games;G3;LudoSentinel;MTS Games;PD-Verlag;Pearl Games;sternenschimmermeer;Stronghold Games;Toy Box Games,,,,,,,,183,,,,,,,Develop your farm and compete to deliver goods to the market at the right time.,,,,,,,,,,23.29,,,,,,,,,https://boardgamegeek.com/boardgame/146886/la-granja,,32.0,,,,,,,,,,,,,,,
267,Century: Golem Edition,2017,2,5,30.0,45.0,8.0,7.583,13507,1.71,267,20704,3995,65397,789,840904,1.21,2214,329,1607,192,470,18,20,55,127,377,1200,3700,5200,2100,756,Card Game;Economic;Fantasy,"Action Retrieval;Auction: Dutch;Contracts;Deck, Bag, and Pool Building;Hand Management;Increase Value of Unchosen Resources;Open Drafting;Set Collection",Components: Gems/Crystals;Digital Implementations: Board Game Arena;Game: Century (Plan B Games),Emerson Matsuuchi,Justin Chan;Chris Quilliams,Plan B Games;Arclight Games;Boardgame Space;Cube Factory of Ideas;Galápagos Jogos;Tower Tactic Games,,,Philippe Guérin;Karla Ron,,,,,219,,50,,,,,Snatch up costly crystals and synthesize them to create wondrous golems.,38.98,,,,31.99,,,,,21.88,,,,,,,49.99,35.98,https://boardgamegeek.com/boardgame/232832/century-golem-edition,31.99,34.0,,,,,,,,,,,,,25.99,34.91,
268,Legendary: A Marvel Deck Building Game,2012,1,5,30.0,60.0,14.0,7.524,23101,2.43,268,35920,4166,194507,2756,4023829,1.5,4114,446,4289,819,459,51,86,214,433,1100,2700,5700,6700,3900,2200,Card Game;Comic Book / Strip,"Deck, Bag, and Pool Building;Events;Open Drafting;Semi-Cooperative Game;Solo / Solitaire Game;Variable Set-up",Comic Books: Marvel Universe;Game: Legendary (Upper Deck Entertainment);Misc: Watch It Played How To Videos;Players: Games with Solitaire Rules;Theme: Superheroes,Devin Low,Julius Abrea;Will Conrad;Bien Flores;Katrina Mae Hao;Ray Anthony Height;Tony Kordos;The Marvel Bullpen;Jay David Ramos;Nigel Raynor;Kevin Sharpe;Brian “Tots” Valerz,Upper Deck Entertainment,,,,,,,,,78,,,,,,Assemble Marvel's finest Heroes to combat Masterminds and thwart their Schemes!,57.08,,,,,,,,,15.0,,,,,,,,,https://boardgamegeek.com/boardgame/129437/legendary-a-marvel-deck-building-game,,18.0,,,,,,,,59.99,,,,,49.29,66.2,
269,Hanamikoji,2013,2,2,15.0,15.0,10.0,7.461,20321,1.68,269,33477,4512,106383,1182,1033482,1.21,3436,491,3145,394,477,15,34,85,233,642,2200,6200,7200,2800,930,Card Game;Medieval,"Area Majority / Influence;Force Commitment;Hand Management;I Cut, You Choose;Open Drafting;Race",Card Games: Lane Battler;Card Games: Outplay;Cities: Kyoto (Japan);Containers: Magnetic flip box;Country: Japan;Crowdfunding: Kickstarter;Digital Implementations: Board Game Arena;Game: Hanamikoji;Misc: LongPack Games;Players: Two-Player Only Games;Series: Mini Games (IELLO);Series: Two-player games (Kosmos);Theme: Geisha,Kota Nakayama (中山 宏太),Maisherly Chan;Mashiro Misaki,EmperorS4;Takamagahara;2Tomatoes Games;Bucaneiros Jogos;COLON ARC;Deep Water Games;Diversion (دایورژن);Geekach LLC;IELLO;KOSMOS;Ludicus Games;Ludopolis;MS Edizioni;Nasza Księgarnia;PopcornEdu;Quick Simple Fun Games;Reflexshop;Taiwan Boardgame Design;White Goblin Games;Zvezda,,,,,,,,,,59,,,,,Win the favor of the geishas through careful speculation and bold moves.,,,,,,16.99,,,,13.99,,,,,,,21.99,15.83,https://boardgamegeek.com/boardgame/158600/hanamikoji,,14.0,,,,,,,,,,,,,14.25,19.14,
270,Faraway,2023,2,6,15.0,30.0,10.0,7.561,13637,1.9,270,24053,4016,172379,1308,940758,1.17,1817,5324,706,122,417,16,20,67,130,360,1200,3600,5600,2100,564,Card Game;Fantasy,Constrained Bidding;End Game Bonuses;Hand Management;Open Drafting;Selection Order Bid;Set Collection;Simultaneous Action Selection;Tags;Turn Order: Auction,Digital Implementations: Board Game Arena;Digital Implementations: Game Park;Digital Implementations: TableTop Simulator Mod (TTS);Digital Implementations: Tabletopia;Mechanism: Tableau Building,Johannes Goupy;Corentin Lebrat,Maxime Morin,Catch Up Games;BoardM Factory;CMON Global Limited;Engames;Evrikus;GateOnGames;Hachette Boardgames Benelux;Hachette Boardgames UK;Îlot 307;Kaissa Chess & Games;KOSMOS;Lucky Duck Games;Maldito Games;MINDOK;MIPL;Pandasaurus Games;Reflexshop;Salta Pal Lao;White Goblin Games;WoodCat;狗吠火車,,,Benjamin Treilhou,,Clément Milker,,,,,52,,,,,Explore a mysterious land and fulfill quests on your way back.,24.99,,,,,23.99,,17.99,,13.41,,,,,,,29.99,21.58,https://boardgamegeek.com/boardgame/385761/faraway,,20.0,17.9,20.8,,,,,,29.95,,,,,,,29.99
271,Deception: Murder in Hong Kong,2014,4,12,20.0,20.0,14.0,7.431,24275,1.58,271,36532,7799,114303,1101,1528874,1.34,4144,276,3579,573,654,37,61,165,445,1000,2800,6600,8100,3800,1200,Bluffing;Deduction;Murder / Mystery;Party Game,Communication Limits;Deduction;Events;Finale Ending;Hidden Roles;Storytelling;Team-Based Game;Traitor Game;Variable Set-up,Crowdfunding: Kickstarter;Game: Deception – Murder in Hong Kong;Game: Werewolf / Mafia;Mechanism: Give a Clue / Get a Clue;Players: One versus Many;Region: Hong Kong;Theme: Mystery / Crime;Theme: Police,Tobey Ho,Marcin Adamski;Ben Carre;Tommy Ng;Ari Wong,Jolly Thinkers;Across the Board;Angry Lion Games;Doit Games;Gém Klub Kft.;Grey Fox Games;IELLO;Lifestyle Boardgames Ltd;Lucrum Games;MIPL;Nova Era (Нова Ера);Popcorn Games;sternenschimmermeer;Sunnygeeks;SuperHeated Neurons,,Joshua Lobkowicz,,,,,,,,,,,,13,"Interpret forensic evidence to solve a murder. Beware, the murderer may be among you!",44.99,,,,,,,,,18.99,,,,,,,,,https://boardgamegeek.com/boardgame/156129/deception-murder-in-hong-kong,,,,,,,,,,,,,,,,,
272,MicroMacro: Crime City,2020,1,4,15.0,45.0,12.0,7.466,18335,1.1,272,35995,4390,97918,814,747526,1.24,2391,724,4604,475,398,43,28,95,200,535,2100,5500,6500,2500,828,Deduction;Murder / Mystery,Cooperative Game;Deduction;Scenario / Mission / Campaign Game;Solo / Solitaire Game,Components: Map (City Scale);Game: MicroMacro;Mechanism: Campaign Games;Misc: Limited Replayability;Theme: City;Theme: Mystery / Crime,Johannes Sich,Daniel Goll;Tobias Jochinke;Johannes Sich,Edition Spielwiese;Artipia Games;Blackrock Games;Brädspel.se;Brain Games;Galápagos Jogos;Hobby Japan;Jolly Thinkers;Lautapelit.fi;Lifestyle Boardgames Ltd;Lucky Duck Games;Mandoo Games;Meanbook Games;MINDOK;MS Edizioni;Nova Era (Нова Ера);Oxygame;Pegasus Spiele;Ravnica;Rawstone;Reflexshop;SD Games;Siam Board Games;Spilaborg hf.;Vennerød Forlag AS;White Goblin Games,,,,,,,,,,58,,,,,Find the small traces to solve the big cases.,34.34,,42.95,30.91,23.49,,,,,24.95,29.99,,,,,,,,https://boardgamegeek.com/boardgame/318977/micromacro-crime-city,,17.0,24.5,28.47,,,,,,,,,,,17.79,23.89,
273,"Unmatched: Battle of Legends, Volume One",2019,2,4,20.0,40.0,9.0,7.697,10338,1.95,273,20125,3019,53991,867,1114112,1.34,1321,252,1906,205,326,21,25,63,107,310,873,2500,3800,1800,927,Card Game;Fantasy;Fighting;Mythology;Novel-based,Action Points;Card Play Conflict Resolution;Hand Management;Line of Sight;Player Elimination;Point to Point Movement;Team-Based Game;Variable Player Powers,Books: Alice in Wonderland;Category: Two-Player Fighting Games;Components: Miniatures;Components: Multi-Use Cards;Game: Unmatched;Misc: Watch It Played How To Videos;Mythology: Arabian;Mythology: Greek;Theme: King Arthur / The Knights of the Round Table / Camelot,Rob Daviau;Justin D. Jacobson,Oliver Barrett;Alexander Wells,Mondo Games;Restoration Games;Albi;Arken Games;Buró;Fantasmagoria;GaGa Games;Geekach LLC;Hobby Japan;IELLO;Kaissa Chess & Games;Lucky 6ix;Mancalamaro;Ogry Games;Reflexshop;TCG Factory;White Goblin Games;YOKA Games,,Mallory Shepherd,Lindsay Daviau;Jason Taylor,Punga Miniatures,,,,214,,,,,,,Heroes and villains of legend (and their sidekicks) fight to the death.,,,,,,31.99,,,,27.5,,,,,,,,,https://boardgamegeek.com/boardgame/274637/unmatched-battle-of-legends-volume-one,,24.0,,,,,,,,,,,,,27.95,37.54,
274,Zombicide: Black Plague,2015,1,6,60.0,180.0,14.0,7.604,16991,2.47,274,29278,4657,46598,1850,2055792,1.45,2596,110,3192,348,482,60,71,158,237,617,1600,4100,5600,3100,1400,Adventure;Fantasy;Fighting;Horror;Medieval;Miniatures;Zombies,Cooperative Game;Dice Rolling;Modular Board;Scenario / Mission / Campaign Game;Turn Order: Progressive;Variable Player Powers,Category: Dungeon Crawler;Components: Miniatures;Creatures: Zombies;Crowdfunding: Kickstarter;Game: Zombicide;Misc: Watch It Played How To Videos;Players: Games with Solitaire Rules;Theme: Post-Apocalyptic,Raphaël Guiton;Jean-Baptiste Lullien;Nicolas Raoult,Nicolas Fructus;Jérémy Masson,Cool Mini Or Not;Guillotine Games;ADC Blackfire Entertainment;Arclight Games;Asterion Press;BoardM Factory;CMON Global Limited;Edge Entertainment;Galápagos Jogos;Hobby World;Portal Games,,,,Edgar Skomorowski,,,,,72,,,,,,Work together to kill zombies in the Middle Ages! Then kill more zombies!,95.99,,,,,95.99,,,,26.91,,,,,,,,,https://boardgamegeek.com/boardgame/176189/zombicide-black-plague,,95.99,,,,,,,,,,,,,86.49,116.16,
275,Sushi Go Party!,2016,2,8,20.0,20.0,8.0,7.378,38329,1.31,275,71009,6268,161111,1456,1372732,1.16,5144,749,3916,529,472,31,47,133,389,1200,4600,13000,14000,4200,1400,Card Game;Party Game,Closed Drafting;End Game Bonuses;Hand Management;Set Collection;Simultaneous Action Selection;Variable Set-up,Containers: Tin/Metal Box;Country: Japan;Digital Implementations: Board Game Arena;Digital Implementations: Sovranti;Food & Drink: Fruit;Food & Drink: Ice Cream & Gelato;Food & Drink: Sushi;Game: Sushi Go!;Theme: Food / Cooking,Phil Walker-Harding,Nan Rangsima,"Gamewright;AURUM, Inc.;Cocktail Games;Devir;Hemz Universal Games Co. Ltd.;Rebel Sp. z o.o.;Reflexshop;uplay.it edizioni;White Goblin Games;Zoch Verlag",,,,,,,,,,68,,,,,Pass sushi around a bigger table and take the best dishes. Save room for dessert!,21.99,,29.95,21.55,,,,,,9.99,,,,,,,,,https://boardgamegeek.com/boardgame/192291/sushi-go-party,,,,,,,,,,,,,,,,,21.99
276,Samurai,1998,2,4,30.0,60.0,10.0,7.478,16816,2.44,276,17227,4179,52217,628,1477700,1.2,4135,137,2637,275,909,23,22,69,173,524,1800,5100,6100,2400,687,Abstract Strategy;Medieval,Area Majority / Influence;Hand Management;Hexagon Grid;Once-Per-Game Abilities;Set Collection;Tile Placement,Components: Map (Continental / National scale);Components: Player Screens;Country: Japan;Series: Euro Classics (Reiner Knizia);Series: Tile-Laying Trilogy (Reiner Knizia);Theme: Samurai,Reiner Knizia,Miguel Valenzuela Beltrán;Franz Vohwinkel;徐昀享 (Xu Yunxiang);李小娜 (LI Xiaona);杨静雯 (Yang Jingwen);谢有鑫 (Xie Youxin);郭紫颖 (Guo Ziying);陈杰 (Chen Jie),Fantasy Flight Games;Hans im Glück;999 Games;ABACUSSPIELE;Astrel Games;Ceilikan Jogos;Descartes Editeur;Edge Entertainment;Galakta;Hobby Japan;Korea Boardgames;Lacerta;Lanlalen;Lautapelit.fi;Lighthouse Games;Rio Grande Games;Skandinavisk Spil Kompagni;Smart Ltd;Wargames Club Publishing;Yaofish Games,,Jason Walden,Monica Helland,,,Adam Baker,,212,,,,,,,Dispute the favor of three different castes in order to unite Japan under your rule.,,,,,,,,,,110.0,,,,,,,,,https://boardgamegeek.com/boardgame/3/samurai,,,,,,,,,,,,,,,,,
277,Western Legends,2018,2,6,60.0,90.0,14.0,7.606,12386,2.85,277,19294,5521,25910,1505,1662953,1.4,2194,129,2232,278,721,27,48,101,180,475,1100,2900,4300,2300,942,Adventure;American West,Action Points;Area Movement;Betting and Bluffing;Card Play Conflict Resolution;Dice Rolling;End Game Bonuses;Hand Management;Pick-up and Deliver;Take That;Variable Player Powers,Components: Miniatures;Crowdfunding: Kickstarter;Game: Western Legends;History: American Old West (Wild West),Hervé Lemaître,Roland MacDonald,Kolossal Games;Board Game Box;Conclave Editora;Corax Games;Funiverse;Gém Klub Kft.;Maldito Games;Matagot;MINDOK;MS Edizioni;Surfin' Meeple China;WoodCat,,Travis R. Chance,,,Brandan Parsons,,,,63,,,,,,"Become a gun-toting outlaw, or a law-abiding marshal in this Wild West sandbox.",220.18,,79.95,57.54,,66.39,,,,53.29,,,,,,,,,https://boardgamegeek.com/boardgame/232405/western-legends,66.99,38.0,,,,,,,,,,,,,57.45,77.16,
278,Flamme Rouge,2016,2,4,30.0,45.0,8.0,7.48,19204,1.7,278,24771,4171,84499,1084,1629465,1.29,2935,439,2976,330,709,25,48,103,275,685,2100,5400,6700,2800,1000,Racing;Sports,Catch the Leader;Hand Management;Modular Board;Programmed Movement;Race;Simulation;Simultaneous Action Selection;Track Movement,Country: France;Game: Flamme Rouge;Misc: LongPack Games;Players: Games with expansions that add solo play;Sports: Bicycling / Cycling;Theme: Retro,Asger Harding Granerud,Ossi Hiekkala;Jere Kasanen,Lautapelit.fi;Conclave Editora;Devir;FoxGames;Gigamic;HOT Games;Lavka Games;MESAboardgames;Pegasus Spiele;Playagame Edizioni;Reflexshop;Stronghold Games,,,Jere Kasanen,,,,,,,63,,,,,Give orders to your peloton and avoid exhaustion in this card-pedaled Tour de Force.,69.99,,,,,52.99,,,,6.71,,,,,,,,,https://boardgamegeek.com/boardgame/199478/flamme-rouge,,45.0,,,,,,,,,,,,,29.95,40.22,
279,Vindication,2018,2,5,45.0,150.0,14.0,7.781,7971,3.09,279,11467,3593,22328,1252,1153966,1.4,1667,124,1462,192,505,10,19,65,116,278,666,1500,2700,1900,775,Exploration;Fantasy,Area Majority / Influence;Dice Rolling;End Game Bonuses;Hexagon Grid;Map Addition;Modular Board;Ownership;Variable Phase Order;Worker Placement,Components: Game Trayz Inside;Crowdfunding: Kickstarter;Digital Implementations: Tabletopia;Mechanism: Tableau Building,Marc Neidlinger,Brett Carville;Emiliano Cordoba;Bartek Fedyczak;Noemi Konkoly;Phu Thieu,"Orange Nebula, LLC;Lucky Duck Games",,,Marc Neidlinger,,,Tom Mattson;Marc Neidlinger,Noah Adelman,184,,,,,,,Reclaim your honor by defeating monsters and gaining heroic attributes.,124.45,,,,,,,,,7.0,,,,,,,,,https://boardgamegeek.com/boardgame/224783/vindication,14.99,4.0,,,,,,,,,,,,,,,
280,Isle of Skye: From Chieftain to King,2015,2,5,30.0,50.0,8.0,7.391,26603,2.25,280,35098,4551,95208,882,1417954,1.15,4065,206,4441,639,650,24,36,113,297,846,3000,8500,9700,3200,793,Economic;Territory Building,"Auction: Multiple Lot;Catch the Leader;Commodity Speculation;I Cut, You Choose;Set Collection;Tile Placement;Turn Order: Progressive",Components: Player Screens;Country: Scotland;Digital Implementations: Google Play;Digital Implementations: Steam;Game: Isle of Skye (Lookout Games),Andreas Pelikan;Alexander Pfister,Klemens Franz,Lookout Games;999 Games;Albi;Compaya.hu: Gamer Café Kft.;Funforge;GoKids 玩樂小子;Hobby Japan;Hobby World;Kaissa Chess & Games;Lacerta;Ludicus Games;Mayfair Games;PaperGames (III);SD Games;uplay.it edizioni;Zhiyanjia,,,,,,,,227,,64,,,,,Build your kingdom as Chieftain one tile at a time and rule all of Scotland!,79.97,,,,,,,,,8.05,,,,,,,,,https://boardgamegeek.com/boardgame/176494/isle-of-skye-from-chieftain-to-king,35.99,20.0,,,,,,,,,,,,,,,
281,Glory to Rome,2005,2,5,60.0,60.0,12.0,7.492,14688,2.93,281,15958,4478,65284,852,1854876,1.41,3904,97,3007,286,1288,36,54,116,250,628,1600,3800,4800,2400,1000,Ancient;Card Game;City Building;Economic,End Game Bonuses;Follow;Hand Management;Multi-Use Cards;Set Collection;Sudden Death Ending;Variable Phase Order,"Ancient: Rome;Cities: Rome (Lazio, Italy);Components: Multi-Use Cards;Crowdfunding: Kickstarter;Mechanism: Tableau Building",Ed Carter (III);Carl Chudyk,Ed Carter (III);Valerio Cioni;Klemens Franz;Felix Girke;Heiko Günther;Igor Wolski,Cambridge Games Factory;(Web published);Boat City;Compaya.hu: Gamer Café Kft.;Filosofia Éditions;HomoLudicus;Lookout Games;uplay.it edizioni,,,,,,,,205,,,,,,,Build card combos and race to rebuild Rome to become the most influential Patrician.,,,,,,,,,,234.56,,,,,,,,,https://boardgamegeek.com/boardgame/19857/glory-to-rome,,250.0,,,,,,,,,,,,,,,
282,Roll Player,2016,1,4,60.0,90.0,10.0,7.428,21833,2.42,282,33197,5935,81095,1437,1321259,1.2,3425,196,4159,487,775,23,43,131,247,716,2400,6500,8200,2900,789,Dice;Fantasy;Medieval,Dice Rolling;Open Drafting;Role Playing;Set Collection;Variable Player Powers,Category: Dized Tutorial;Components: Dice as Playing Units;Crowdfunding: Kickstarter;Crowdfunding: Wspieram;Digital Implementations: Google Play;Digital Implementations: Steam;Digital Implementations: Tabletopia;Games: Roll Player;Mechanism: Dice Drafting;Misc: Self-Referential Games;Players: Games with Solitaire Rules;Series: Madison Game Design Cabal;Setting: World of Ulos,Keith Matejka,JJ Ariosa;Vincent Dutrait;Luis Francisco,Thunderworks Games (TW Games);Arclight Games;Banana Games;CrowD Games;Gém Klub Kft.;Gen-X Games;Intrafin Games;Ludofy Creative;Mandoo Games;Ogry Games;Pegasus Spiele;Raven Distribution;REXhry,,,,,Dustin Schwartz,,,229,,,,,,,"Draft dice and purchase skills, traits and equipment to create the perfect RPG hero.",52.67,,57.95,41.7,38.99,41.99,,,,19.0,,,,,,,,,https://boardgamegeek.com/boardgame/169426/roll-player,,50.0,,,,,,,,64.99,,,,,42.79,57.47,
283,The Princes of Florence,2000,1,5,75.0,100.0,12.0,7.498,15862,3.24,283,18093,2494,30778,427,1307816,1.35,4145,37,3059,582,556,38,49,100,259,579,1700,4300,5300,2700,904,City Building;Renaissance,Auction / Bidding;End Game Bonuses;Grid Coverage;Tile Placement;Victory Points as a Resource,"Cities: Florence (Tuscany, Italy);Components: 7 x 7 Grids;Components: Polyominoes;Components: Wooden pieces & boards;Country: Italy;Digital Implementations: BrettspielWelt;Misc: Watch It Played How To Videos;Region: Tuscany (Italy);Series: Alea Big Box;Theme: Art",Wolfgang Kramer;Richard Ulrich;Jens Christopher Ulrich,Arnaud Demaegd;Eckhard Freytag;Wolfgang Kramer;Mirco Paganessi;Lukas Siegmon;Richard Ulrich;Franz Vohwinkel,alea;Korea Boardgames;Quined Games;Ravensburger;uplay.it edizioni;BGA Plus;Broadway Toys LTD;Cranio Creations;Delirium Games;Don't Panic Games;Engames;Excalibur (Board Game);Lacerta;Nexus Editrice;Pro Ludo;Quined White Goblin Games;Rio Grande Games;Wargames Club Publishing;WizKids (I);Ystari Games;Zvezda,,Stefan Brück,,,,,,206,,,,,,,Attract artisans and scholars to your palazzo by building and landscaping.,48.72,,51.95,37.39,,45.45,,,,14.0,,,,,,,,,https://boardgamegeek.com/boardgame/555/the-princes-of-florence,46.99,14.0,,,,,,,,,,,,,36.99,49.68,
284,Hallertau,2020,1,4,50.0,140.0,12.0,7.839,6579,3.29,284,11498,2955,26445,551,816643,1.19,1151,137,1271,224,493,6,10,24,48,154,407,1300,2600,1600,423,Animals;Economic;Farming;Industry / Manufacturing;Post-Napoleonic,Action Points;Advantage Token;Automatic Resource Growth;Contracts;End Game Bonuses;Hand Management;Income;Increase Value of Unchosen Resources;Market;Modular Board;Solo / Solitaire Game;Turn Order: Claim Action;Worker Placement,Animals: Sheep;Country: Germany;Food & Drink: Beer;Region: Bavaria (Germany);Series: Harvest (Uwe Rosenberg),Uwe Rosenberg,Lukas Siegmon,Lookout Games;Funforge;Galápagos Jogos;Hobby Japan;Hobby World;Korea Boardgames;Maldito Games,,,Klemens Franz,,,,,168,,,,,,,"Lead a small town: grow hops, improve workshops, and raise wealth to develop further.",,,,,,,,,,40.37,,,,,,,,,https://boardgamegeek.com/boardgame/300322/hallertau,,4.0,,,,,,,,,,,,,,,
285,Sea Salt & Paper,2022,2,4,30.0,45.0,8.0,7.501,17558,1.47,285,37037,3524,252730,1425,921202,1.29,2334,6503,929,170,311,20,42,120,279,584,1700,4800,6500,2600,928,Animals;Card Game,Hand Management;Open Drafting;Push Your Luck;Score-and-Reset Game;Set Collection;Sudden Death Ending,Animals: Crabs;Animals: Fish / Fishes;Animals: Octopuses;Animals: Penguins;Animals: Sharks;Components: Bombyx Score Scoring App;Digital Implementations: Board Game Arena;Theme: Origami,Bruno Cathala;Théo Rivière,Lucien Derainne;Pierre-Yves Gallard,Bombyx;Buró;CMON Global Limited;Cranio Creations;Dice&Bones;Fabrika Igr;Galápagos Jogos;Gam'inBIZ;HANALL M&C;Hobby Japan;IGAMES;Kaissa Chess & Games;MINDOK;MIPL;MM-Spiele;Pandasaurus Games;Reflexshop;Salta da Caixa;Surfin' Meeple China;Tower Tactic Games;Tranjis Games,,,Peter Wocken,,,,,,,60,,,,,A few delicate Origami-style illustrations and a whole marine universe comes to life!,13.81,,15.95,11.48,11.49,13.99,,10.99,,11.49,17.99,,,,,,19.99,14.39,https://boardgamegeek.com/boardgame/367220/sea-salt-and-paper,,12.0,10.95,12.72,,,,,,,,,,,9.49,12.75,17.99
